customer_id,city,state,country
69917,Portland,Oregon,United States
70521,Hicksville,New York,United States
70559,Toronto,ON,Canada
70720,Johannesburg,Gauteng,South Africa
70809,Miami,Florida,United States
71001,Pensacola,FL,United States
71465,Gilbert,AZ,United States
71515,Austin,TX,United States
71960,Las Vegas,Nevada,United States
71909,Las vegas,Nevada,United States
70217,Newtown,Pennsylvania,United States
70777,Avondale,Pennsylvania,United States
74250,Calgary,Alberta,Canada
74241,Loveland,CO,United States
74467,Chicago,Illinois,United States
74407,Murphy,TX,United States
74607,Thornton,CO,United States
74907,Highlands Ranch,CO,United States
75749,Castle Hill,NSW,Australia
76881,New York,New York,United States
77007,Delaware,OH,United States
77089,Spring,Texas,United States
78697,Regina,Saskatchewan,Canada
78825,Salem,OR - Oregon,United States
79671,Port-Louis,Mauritius,Mauritius
80205,Miami,Fl,United States
80250,Rowlett,Tx,United States
80045,New York,NY,United States
80450,Bradenton,FL,United States
80819,St. John's,NL,Canada
80811,Alella,catalunya,Spain
81019,Allentown,PA,United States
81101,Boston,ma,United States
81055,Molina de segura,murcia,Spain
81541,Atlanta,GA,United States
81899,Richmond,VA,United States
81929,Nashville,TN,United States
82010,Madrid,Spain,Spain
82207,Flower Mound,Texas,United States
82199,Forest Lake,MN,United States
82620,Medicine Hat,AB,Canada
82785,Cincinnati,OH,United States
82995,Colville,WA,United States
80117,Strongville,OH,United States
80067,Barquisimeto,Lara,Venezuela
80001,Charlotte,nc,United States
80987,Cary,NC,United States
84145,Singapore,Singapore,Singapore
84607,AVELEY,Western Australia,Australia
85181,Vancouver,BC,Canada
85509,Sandy,UT,United States
85707,Colorado Springs,Co,United States
85790,New Orleans,LA,United States
85890,Smyrna,GA,United States
86010,Victoria,BC,Canada
86005,West Liberty,Ohio,United States
86900,Roseville,CA,United States
86945,San Francisco,CA,United States
87467,Moscow,ID,United States
87581,Seattle,WA,United States
88540,Mebane,NC,United States
88587,Madison,Alabama,United States
88875,Willis,Texas,United States
89195,Homestead,Miami-Dade,United States
89465,San Francisco,CA,United States
89969,Sugar Land,Texas,United States
90510,JERSEY CITY,New Jersey,United States
90507,Milpitas,ca,United States
90697,Billericay,Essex,United Kingdom
90909,San Fernando,Buenos Aires,Argentina
91477,Weymouth,Dorset,United Kingdom
91705,Wheeling,IL,United States
91779,Windsor,Ontario,Canada
92071,Newcastle,ON,Canada
92020,Yola,Adamawa,Nigeria
92905,Secaucus,NJ,United States
90065,New Orleans,LA,United States
90241,Trumansburg,Ny,United States
90627,Houston,Texas,United States
90685,Palm desert,Ca,United States
90825,Powell river,British Columbia,Canada
94499,Upatoi,GA,United States
94709,Melbourne,VIC,Australia
95057,Ota,Ogun State,Nigeria
95027,Levittown,NY,United States
95461,Oshawa,ON,Canada
95605,Gillette,WY,United States
95707,Vermilion,Ab,Canada
95821,Centennial,Wyoming,United States
96167,Alexandria,VA,United States
96049,Sydney,New South Wales,Australia
97089,Marseille,Marseille,France
97691,San Francisco,CA,United States
97741,Jersey City,New Jersey,United States
98410,Royalla,NSW,Australia
99640,Klamath Falls,Oregon,United States
99899,Healsville,Victoria,Australia
279,Jersey City,NJ,United States
1001,San Francisco,California,United States
1585,Mississauga,ON,Canada
1709,Calgary,Alberta,United States
1871,Shoreview,MN,United States
2195,Petaluma,California,United States
2175,Las Vegas,NV,United States
2579,Canmore,AB,Canada
2671,Brooklyn,NY,United States
2720,Cremorne,NSW,Australia
2817,Los Angeles,CA,United States
481,Skara,Vastra Gotaland,Sweden
4170,Washington,DC,United States
5105,Seattle,WA,United States
5209,Griffith,Australian Capital Territory,Australia
5277,Chapel Hill,NC,United States
5251,Seattle,WA,United States
5790,Sydney,NSW,Australia
6000,Fremont,Oh,United States
6400,Calgary,Allberta,Canada
7051,ST. HELENS,Merseyside,United Kingdom
8020,Columbus,oh,United States
9807,Naples,FL,United States
10120,Marietta,GA,United States
10227,Lagos,Lagos,Nigeria
10547,Somerville,Massachusetts,United States
11100,Homestead,Fl,United States
11945,Sunrise,FL,United States
12060,Bettendorf,Iowa [IA],United States
12450,Hilo,HI,United States
12525,Madison,WI,United States
12800,Toronto,Ontario,Canada
10001,Austin,Texas,United States
10070,Singapore,Singapore,Singapore
10199,Milpitas,CA,United States
10217,Calgary,Alberta,Canada
10410,Parkland,fl,United States
10467,Leesburg,VA,United States
10541,South Ozone Park,NY,United States
10551,Marlboro,NJ,United States
14221,Mumbai,Maharashtra,India
14420,Fayetteville,AR,United States
14750,Burnsville,MN,United States
15167,Markham,Ontario,Canada
15999,Moville,Iowa,United States
16219,Modesto,CA,United States
16794,Holland Park East,Queensland,Australia
17175,Nottingham,UK,United Kingdom
18127,Drogheda,Louth,Ireland
18017,Pineville,North Carolina,United States
18481,South Riding,VA,United States
18550,Opelika,AL,United States
20947,Lincolnwood,IL,United States
20997,Santa Monica,California,United States
21100,Fremont,CA,United States
21097,Berlin,Berlin,Germany
21861,Buckhannon,Wv,United States
22861,San Francisco,CA,United States
20117,New York,New York,United States
24007,Blakeview,Sa,Australia
24085,Arlington,tx,United States
24959,Ikorodu,Lagos,Nigeria
25697,Dorchester,Massachusetts,United States
26120,Knightdale,NORTH CAROLINA,United States
26247,Chicago,IL,United States
26701,Komoka,Ontario,United States
26821,Jamestown,NY,United States
27107,WINTER GARDEN,Florida,United States
27091,Bangalore,Karnataka,India
27691,Houston,Texas,United States
27870,San Antonio,TX,United States
27859,Aiken,SC,United States
28905,Pachora,Maharashtra,India
29721,Kensington,CA,United States
1090,Kaneohe,Hawaii,United States
1011,Banff,Alberta,Canada
1071,LAWRENCEVILLE,GA,United States
1401,Astoria,NY,United States
1487,Austin,Texas,United States
1480,Boynton Beach,FL,United States
1400,Cumberland,RI,United States
29675,Beltsville,MD,United States
29715,Bismarck,ND,United States
29790,Livingston,MT,United States
29895,Singapore,Singapore,Singapore
1415,Saint Charles,Illinois,United States
1600,Atlanta,GEORGIA,United States
1607,Surrey,British Columbia,Canada
1661,Denton,Greater Manchester,United Kingdom
1817,Auckland,Auckland,New Zealand
27,SCOTTSDALE,AZ,United States
2825,Ferrara,FE,Italy
87,New York,NY,United States
59,Baton Rouge,LA,United States
2517,Willowbrook,Illinois,United States
719,Bismarck,ND,United States
807,West Bend,Wi,United States
959,North Charleston,South Carolina,United States
907,Glasgow,Glasgow City,United Kingdom
4050,Riverside,CA,United States
4009,San Francisco,CA,United States
4007,LEVALLOIS PERRET,Hauts de Seine,France
4480,Singapore,Singapore,Singapore
4580,Buenos Aires,Buenos Aires,Argentina
5001,Lisle,IL,United States
1757,SAN YSIDRO,CA,United States
5000,Los Gatos,CA,United States
5655,Las Vegas,NV,United States
6759,Redwood City,CA,United States
6707,Antioch,Tennessee,United States
6717,Las Cruces,NM,United States
7197,American Fork,UT,United States
7255,South Jordan,UT,United States
7089,Miami,FL,United States
7929,Los Angeles,CA,United States
8409,Jacksonville,Florida,United States
8219,Portland,Oregon,United States
8685,Granite City,IL,United States
8925,Framingham,MA,United States
9115,Springfield,Virginia,United States
8277,Brantford,ON - Ontario,Canada
8009,Bromley,Kent,United Kingdom
40025,Cincinnati,OH,United States
40777,Bangalore,karnataka,India
41100,Covington,WA,United States
41507,Scarborough,Ontario,United States
41711,Havant,Hampshire,United Kingdom
41777,Plano,Texas,United States
41827,Laval,Qu;bec,Canada
42065,Nashville,Tennessee,United States
42401,Phoenix,AZ,United States
42525,Rochester,MN,United States
9259,Gaithersburg,Maryland,United States
42980,Arvada,CO,United States
40160,Arlington,VA,United States
40210,Hawthorn,Victoria,Australia
40559,Bettendorf,Iowa,United States
40959,Sherman Oaks,CA,United States
44091,Clacton on Sea,Essex,United Kingdom
44481,Boynton Beach,Florida,United States
44525,Spring Grove,Illinois,United States
44747,White City,SK,Canada
45760,Elk Grove,CA,United States
46040,Paramus,NJ,United States
46205,Singapore,-,Singapore
46049,Pickering,ON,Canada
46415,MWANZA,Tanzania,Tanzania
46557,Glendale,CA,United States
47105,Cerritos,CA,United States
47405,Coconut creek,Florida,United States
47547,Toronto,Ontario,Canada
48700,Roanoke Rapids,North Carolina,United States
48870,Basingstoke,Hampshire,United Kingdom
50170,Valley Stream,NY,United States
50060,Hoffman Estates,IL - Illinois,United States
50580,Sydney,NSW,Australia
50577,Auckland,Rodney,New Zealand
51057,MEDFORD,Oregon,United States
51090,Mesquite,TX,United States
51181,Beverly Hills,New South Wales,Australia
51007,Seewis Dorf,GR,Switzerland
51049,LILLE,Nord,France
51865,Covington,LA,United States
52047,Dinxperlo,Gelderland,Netherlands
52185,Voreppe,Isere,France
52215,Denver,CO,United States
52625,Lehi,Utah,United States
52741,MISSOULA,MT,United States
52925,Union City,New Jersey,United States
52910,Sunnyvale,CA,United States
50075,Calgary,AB,United States
50209,Berlin,Berlin,Germany
50219,Johannesburg,Gautang,South Africa
50075,Cunit,Tarragona,Spain
50000,Johannesburg,Gauteng,South Africa
50055,Brooklyn,NY,United States
50405,Peterborough,cambridgeshire,United Kingdom
50479,Fayetteville,North Carolina,United States
50669,ABERDEEN,Scotland,United Kingdom
50605,Columbia,sc,United States
50721,Nashville,TN,United States
50801,Meridian,ID,United States
50789,Racine,WI,United States
50901,Carlingford Court,NSW,Australia
50890,East Hampton,NY,United States
50951,Los Angeles,California,United States
54025,Kemptville,Ontario,Canada
54080,REDLANDS,CA - California,United States
54067,Memphis,TN,United States
54099,Norwalk,Connecticut,United States
54100,Montgomery,AL,United States
54217,Mount laurel,Nj,United States
54259,Edmonton,Alberta,Canada
54270,Edmonton,Alberta,Canada
54285,Berkeley,CA,United States
54421,Dallas,Tx,United States
54505,New York,NEW YORK,United States
54657,Columbus,Ohio,United States
54691,Dundas Valley,NSW,Australia
54717,Philadelphia,PA,United States
54770,Maple,ON,Canada
54769,Los Angeles,CA,United States
54821,Ontario,ca,United States
54817,Ljubljana,Slovenia,United Kingdom
55200,Cabramatta,NSW,Australia
55801,Kungsbacka,Halland,Sweden
56507,London,London,United Kingdom
56607,CIUDAD DE MEXICO,CIUDAD DE MEXICO,United States
57045,Aguascalientes,Aguascalientes,Mexico
57195,Bronx,NY,United States
57400,Abuja,F.C.T.,Nigeria
57490,Laie,HI,United States
57625,Larkspur,California,United States
57719,Kitchener,ON,Canada
57907,Gloucester,VA,United States
58609,Monterey,Tennessee,United States
59065,Dubai,Dubai,United Arab Emirates
59491,Petaling Jaya,Selangor,Malaysia
59545,Durba,Kwazulunatal,South Africa
59520,Orange,CA,United States
59590,Melbourne,Victoria,Australia
59641,Paris,Paris,France
59720,LEUSDEN,Nederland,Netherlands
60040,Edmond,OK,United States
60117,Fort Collins,CO,United States
60179,Singapore,Singapore,Singapore
60725,Los Angeles,CA,United States
61569,Shakopee,MN,United States
61641,Brooklyn,NY,United States
61701,Roanoke,va,United States
62015,Salem,UT,United States
59210,Northridge,CA,United States
62550,Redondo Beach,CA,United States
60400,New City,NY,United States
60719,Isleworth,Middlesex,United Kingdom
60821,Bath,England,United Kingdom
60909,Lemont,Illinois,United States
64220,Glen Waverley,Victoria,Australia
64041,Philadelphia,Pennsylvania,United States
64529,Meridian,ID,United States
64587,Rochester,New York,United States
64745,Littleton,CO,United States
65189,Prescott,AZ,United States
65251,Columbus,OH,United States
65021,Littleton,CO,United States
65767,Boulder,CO,United States
66165,North Coburg,VIC,Australia
66251,Philipsburg,St maarten,Netherlands Antilles
66029,DIEGO MARTIN,MIA,Trinidad and Tobago
66601,Grove City,Ohio,United States
66161,Kelkheim,Hessen,Germany
66919,Houston,Texas,United States
67005,Chislehurst,Greater London,United Kingdom
67425,Nanaimo,BC,United States
68229,Chicago,IL,United States
68261,Boston,MA,United States
68401,North Vancouver,BC,Canada
68400,DESTREHAN,Louisiana,United States
68579,Taree,New South Wales,Australia
68659,Carrollton,ga,United States
68689,Virginia Beach,Virginia,United States
68779,Lawrence,ny,United States
69941,Maumee,OH,United States
70161,Seattle,Wa,United States
71801,Downey,CA,United States
68887,San Diego,CA,United States
72027,Singapore,Singapore,Singapore
70027,Hammanskraal,Gauteng,South Africa
70011,Riga,Riga,Latvia
70460,Spanish Fort,Alabama,United States
70461,Hillsboro,OR,United States
70559,Indianapolis,IN,United States
70869,Excelsior,MN,United States
70941,Miami,FL,United States
74095,Northridge,CA,United States
74471,NEW YORK,NY,United States
74517,Santa Cruz,California,United States
74600,Tucson,AZ,United States
74655,New York,NY,United States
74745,Rio de Janeiro,RJ,Brazil
74707,DOUALA,DOUALA,Cameroon
74860,Chattaroy,WA,United States
74891,Darwin,NT,Australia
74987,Hastings,NE,United States
75125,Singapore,Select State,Australia
75850,Bangalore,Karnataka,India
75879,Naestved,Denmark,Denmark
76441,M;nchen,Bavaria,Germany
77089,Tinley Park,IL,United States
77045,San Diego,California,United States
77461,Garbsen,Niedersachsen,Germany
77850,Alexandria,VA,United States
78067,Coral Gables,Fl,United States
78169,Guttenberg,NJ,United States
78555,Phoenix,Az,United States
78700,Mississauga,Ontario,Canada
79181,Seattle,WA,United States
79045,San Diego,California,United States
79459,Auckland,Auckland,New Zealand
79585,Prince George,British Columbia,Canada
80081,Brampton,Ontario,Canada
80595,Arlington,MA,United States
80710,Lakewood,CA,United States
80815,Muang Nakhon Ratchasima,Nakhon Ratchasima,Thailand
81005,ELMHURST,NY,United States
81491,"ALBION, VICTORIA",Victoria,Australia
81640,Jonesboro,GA,United Kingdom
81779,Hsinchu City,Taiwan,Taiwan
81771,Rosemead,CA,United States
81961,Bristol,England,United Kingdom
82695,Barcelona,Catalonia,Spain
82865,Coopersville,MI,United States
80220,Edmond,Oklahoma,United States
80201,Guadalajara,Jalisco,Mexico
80769,Milton,ON,Canada
80789,Idaho Falls,ID,United States
84290,Baton Rouge,LA,United States
84571,Perth,On,Canada
84775,Crawley,West Sussex,United Kingdom
85251,Alliston,Ontario,Canada
84409,Asheville,NC,United States
85061,Thetford Center,Vermont,United States
85669,Boulder,CO,United States
86099,Weaverville,NORTH CAROLINA,United States
86561,Dublin,Dublin,Ireland
86785,Houston,TX,United States
87047,Hammond Park,Western Australia,Australia
87241,Alta Loma,California,United States
87501,Kailua-Kona,HI,United States
87610,Mountain View,CA,United States
87559,Toronto,ON,Canada
87875,Austin,Texas,United States
87811,MAynooth,no,Ireland
87829,Fort Meade,MD,United States
88601,Costessey,Norwich,United Kingdom
89271,Glendale,Ca,United States
89055,Berlin,Deutschland,Germany
89797,Coquitlam,BC,Canada
90281,Los Angeles,Ca,United States
90449,Calgary,Alberta,Canada
90519,Courtland,Mississippi,United States
90577,Slobozia,Ialomita,Romania
91611,Lagos,Lagos,Nigeria
92277,Butterworth,PULAU PINANG,Malaysia
92641,Toronto,ON,United States
92729,New York,NY,United States
92899,San Francisco,California,United States
90007,San Francisco,CA,United States
90079,Jasper,Alberta,Canada
90207,North East,PA,United States
90405,Westminster,CA,United States
90541,Scottsdale,AZ,United States
90827,Lombard,IL,United States
90957,Dubai,D,United Arab Emirates
94057,Gold Coast,Ql,Australia
94505,Staten Island,NY,United States
94609,Minneapolis,MN,United States
94759,Bellingham,WA,United States
95005,Akita,Akita,Japan
95149,Williamsburg,VA,United States
95217,Weatherford,TX,United States
95957,Deptford,Nj,United States
96009,Gisborne,North Island,New Zealand
96425,Alexandria,Virginia,United States
96887,Hong Kong,Hong Kong,Hong Kong
96880,Harristown,Ql,Australia
97009,Oslo,Oslo,Norway
97051,Peoria,AZ,United States
97569,Boulder,Colorado,United States
97559,Elk Grove,CA,United States
97509,Raymore,MO,United States
97619,Kissimmee,Florida,United States
97750,Bradley Stoke,Bristol,United Kingdom
97909,Berkeley,CA,United States
98187,Sunnyvale,CA,United States
98260,Olathe,KS,United States
98047,Atlanta,GA,United States
98457,Warwick,RI,United States
98885,Furlong,PA,United States
99147,Austin,Texas,United States
99000,Toowoomba East,QLD,Australia
99065,Rome,NY,United States
99570,Saratoga,CA,United States
99779,Secunderabad,Telangana,India
99800,Lakewood,California,United States
99811,Pafos,Non-US/Canada,Cyprus
99841,Roma,italy,Italy
400,Sumika-ku,Tokyo,Japan
777,Sayville,NY,United States
1041,Walnut,California,United States
1081,Des Moines,IA,United States
1160,Amritsar,Punjab,United States
1700,Petersfield,West Sussex,United Kingdom
2001,Coquitlam,British Columbia,Canada
2267,Austin,Texas,United States
2045,Mississauga,ON,Canada
2575,Lansdale,PA,United States
2555,Auckland,Auckland,New Zealand
2551,Cork,Munster,Ireland
411,Feilding,manawatu,New Zealand
809,Mackay,Queensland,Australia
917,Stockbridge,MI,United States
4125,Meadow Springs,WA,Australia
4445,Novato,ca,United States
4547,Brampton,Ontario,Canada
5057,Uetze,Niedersachsen,Germany
5050,Guadalajara,Jalisco,Mexico
5615,Anaheim,CALIFORNIA,United States
5655,Hollywood,Florida,United States
5829,Obuasi,Ashanti Region,Ghana
6087,New York,NY,United States
6725,Joplin,MO,United States
100,Lakewood,WA,United States
7881,Falls Church,Virginia,United States
8140,Gurgaon,Haryana,India
8210,Toronto,Ontario,Canada
8607,Fullerton,CA,United States
8627,Guernsey,Channel Islands,Guernsey
9595,Hamilton,Ontario,Canada
9729,Blaine,WA,United States
9850,San Francisco,Ca,United States
9957,Lamar,Pennsylvania,United States
10100,Scarsdale,NY,United States
10407,Glendale,California,United States
12010,Dayton,OH,United States
12050,Birmingham,Alabama,United States
12619,Greenfield Park,QC,Canada
12727,Miami,FL,United States
10101,Dubai,Dubai,United Arab Emirates
10901,Kenosha,Wisconsin,United States
14551,Miami,Florida,United States
14641,Rio de Janeiro,RJ,Brazil
14679,Brooklyn,New York,United States
15280,Brooklyn,New York,United States
15791,Calgary,AB,Canada
16071,Ikorodu,Lagos,United States
16545,Washington DC,DC - District of Columbia,United States
17209,Brooklyn,New York,United States
17279,Salem,Massachusetts,United States
17440,Sceaux,Other,France
17689,St Paul,MN,United States
17795,Overland Park,KS,United States
18109,West Lafayette,IN,United States
18405,Jenks,Ok,United States
18459,Chicago,Illinois,United States
18505,NY,NY,United States
18509,Weymouth,ma,United States
18540,CHURCHLANDS,WA,Australia
18665,Sarasota,Fl,United States
18589,Fresno,CA,United States
18910,Minneapolis,Mn,United States
19747,New York City,New York,United States
20100,Valdosta,Georgia,United States
20601,Chicago,IL,United States
20727,Singapore,Singapore,Singapore
20881,Zamboanga city,canada,Philippines
21515,Spring House,PA,United States
21810,Fullerton,Ca,United States
21961,Haw River,NC,United States
22099,St. charles,Missouri,United States
22491,Houston,Texas,United States
20069,College Station,TX,United States
20649,Cranberry Twp,PA,United States
20747,Milwaukee,WI,United States
24700,Saint Davids,PA,United States
25200,Littleton,CO,United States
25269,Coppell,Texas,United States
25045,Niedernhausen,Deutschland,United States
25587,Lauderdale Lakes,FL,United States
25769,Wall,New Jersey,United States
26450,Imperial,CA,United States
26797,Brooklyn,NY,United States
27241,Abu Dhabi,Abu Dhabi,United Arab Emirates
28287,Pembroke,Massachusetts,United States
28619,Thessaloniki,Thessaloniki,Greece
28577,Oakville,ON,Canada
28550,Hatboro,PA,United States
28720,Tangerang,Banten,Indonesia
28719,Bartlett,IL,United States
28790,Zurich,Zurich,Switzerland
28929,San Diego,CA,United States
29465,Oakland,CA,United States
29669,Brampton,ON,Canada
175,Charlotte,NC,United States
289,Aurora,Colorado,United States
1,San Francisco,CA,United States
70,Toronto,ON,Canada
409,Leeds,UK,United Kingdom
495,La Verne,California,United States
600,Winnipeg,manitoba,United States
670,Milwaukee,Wisconsin,United States
980,Brooklyn,New York,United States
1000,Sauk Centre,Minnesota,United States
1215,Frankenmuth,Michigan,United States
1621,Santa Ana,CA,United States
2059,Whistler,British Columbia,Canada
2299,Chengdu,Si Chuan,China
2191,Mayfield,Ns,Australia
2181,Naperville,IL,United States
487,Ukiah,CA,United States
565,South Jordan,UT,United States
4155,Glendale,AZ,United States
4405,Shoreline,WA,United States
4695,Mishref,Kuwait,Kuwait
5180,Glendale,CA,United States
5101,Honolulu,HI,United States
5427,Huntington,NY,United States
5505,San Mateo,CA,United States
5629,Newport Beach,CA,United States
5607,Teaneck,New Jersey,United States
5885,Grande Prairie,Alberta,United States
5925,Nassau Bay,TXX,United States
6287,Walnut Creek,CA,United States
6779,Watsonville,ca,United States
6807,Tampere,Pirkanmaa,Finland
7985,Managua,Managua,Nicaragua
8581,San Jose,CA,United States
8949,Medellin,Antioquia,Colombia
9127,ATLANTA,GA,United States
9109,Sheffield,South Yorkshire,United Kingdom
9229,Tiny,Ontario,Canada
9490,Mount Pearl,Newfoundland And Labrador,Canada
9555,Morrow,GA,United States
9705,Johnson City,TN,United States
40491,Lane Cove,NSW,Australia
40590,KILGORE TX,TX,United States
41700,Spring Valley,New York,United States
42009,Augusta,GA,United States
42547,San Antonio,Tx,United States
42665,El Segundo,CA,United States
42617,Houston,TX,United States
42910,Grande Prairie,Alberta,Canada
42855,Lahore,Punjab,Pakistan
40121,Westminster,Colorado,United States
40085,Moffett Field,CA,United States
40211,TORRANCE,CA,United States
40295,Toronto,Ontario,Canada
40709,Bayadha,eloued,Algeria
40801,MAWSON LAKES,SA,Australia
40809,North Ogden,ut,United States
44410,Raleigh,NC,United States
44445,Crossfield,Alberta,Canada
40711,Torrance,CA,United States
44841,Los angeles,CA,United States
44945,Abu Dhabi,Abu Dhabi,United Arab Emirates
45089,Elloughton,East Yorkshire,United Kingdom
45567,Chicago,IL,United States
46120,Kansas City,MO,United States
46159,N;stved,None,Denmark
46201,Heitersheim,BW,Germany
46795,Fairfield,CT,United States
46899,Cardiff,CA,United States
47181,Liege,Liege,Belgium
47150,Bondi,NSW,Austria
47470,Milton,ON,Canada
47445,Kuala Lumpur,WP,Malaysia
47509,Bologna,BO,Italy
47501,Calgary,AB,Canada
47611,Brownsville,Texas,United States
47607,Sarajevo,federation bosnia,Bosnia and Herzegovina
47809,Tyler,TX,United States
48027,Redmond,WA,United States
48481,Vilnius,Vilnius,Lithuania
48717,Woden,ACT,Australia
48909,New York,NY,United States
49100,Columbia,SC,United States
49265,Manchester,ct,United States
49257,Pittsburgh,PA,United States
49605,Red Bank,NJ,United States
50095,Saint Louis,MO,United States
50699,Castelldefels Barcelona,Barcelona,United Kingdom
48077,Chicago,IL,United States
51700,Leeds,Select:,United Kingdom
50065,Pasig,Manila,Philippines
50815,Kota Kinabalu,Sabah,Malaysia
50917,Louisville,KY,United States
54107,BAton Rouge,LOUISIANA,United States
54015,Houston,Texas,United States
54701,Moscow,Moscow,Russian Federation
55417,Round Rock,TX,United States
55670,Burgess Hill,West Sussex,United Kingdom
55690,Weston,FL,United States
56619,Northampton,Northants,United Kingdom
56967,San Luis Potosi,San Luis Potosi,Mexico
57007,San Francisco,CA,United States
56990,Honolulu,HI,United States
57001,Vicente lopez,Buenos aires,Argentina
57191,New York,NY,United States
57250,Canton,Georgia,United States
57097,Tega Cay,South Carolina,United States
57509,Gig Harbor,WA,United States
57570,Monterey Park,CA,United States
58079,Columbia,MD,United States
58811,Winnipeg,Manitoba,Canada
59015,Wellington,Wellington,New Zealand
59057,Seattle,WA,United States
59487,Hilliard,Ohio,United States
59919,San Ramon,CA,United States
60090,Miami,florida,United States
60179,Wotton-under-Edge,Gloucestershire,United Kingdom
60155,Minneapolis,MN,United States
60257,Lake Orion,Michigan,United States
60081,Los Angeles,California,United States
60520,Orting,WA,United States
60609,Vero Beach,FL,United States
61125,Richmond,California,United States
60805,Tampa,FL,United States
60881,San Diego,CA,United States
61651,Abraq khaitan,Alfarwaniyah,Kuwait
61700,Roseville,California,United States
61799,Aberdeen,Aberdeen City,United States
62270,Bothell,WA,United States
62007,San jose,ca,United States
62529,Vienna,VA,United States
62777,Arcadia,CA,United States
62797,Washington,District Of Columbia,United States
62825,Ipswich,Suffolk,United Kingdom
62961,Lewisburg,Pennsylvania,United States
60010,Middle Village,NY,United States
60409,Monterey,CA,United States
60501,Pleasanton,CA,United States
60609,El Dorado Hills,CA,United States
60629,Rio de Janeiro,Rio de Janeiro,Brazil
60807,LUMBY,BC,United States
60845,Arlington,VA,United States
64159,Toronto,ON,Canada
64497,London,London,United Kingdom
64509,Vigra,M;re og Romsdal,Norway
64547,New York,NY,United States
65250,Frisco,Texas,United States
65020,Zurich,Zurich,Switzerland
65560,New Albany,In,United States
66045,NDIP,QC,Canada
66681,Bixby,OK,United States
67821,Nhill,Victoria,Australia
67501,Monterrey,N.L,Mexico
68959,Colonia,NJ,United States
68090,Green Cove Springs,FL,United States
68550,Champaign,Illinois,United States
68621,Waltham,Massachusetts,United States
69461,East brunswick,NJ,United States
69497,LEANDER,TX,United States
69469,Huntersville,North Carolina,United States
69551,Newtown Square,PA,United States
69525,Randolph,New Jersey,United States
67007,Rugby,Warwickshire,United Kingdom
67010,Wilmette,il,United States
68080,Calgary,Alberta,Canada
68110,Milpitas,Ca,United States
69081,Pasadena,CA,United States
69841,Tuttlingen,Baden-W?rttemberg,Germany
69985,Norrkoping,Ostergotland,Sweden
70167,Sydney,NSW,Australia
69757,Bay Point,California,United States
70755,London,London,United Kingdom
70771,New Orleans,LA,United States
71019,Los Angeles,CA,United States
71299,Providence,RI,United States
71277,REDMOND,Washington,United States
71020,Maisons-Laffitte,Yvelines,France
71081,Riverside,CA,United States
71481,Cardiff,CA,United States
71467,Cambridge,MA,United States
71550,GURGAON,HARYANA,India
71559,GROVER,North Carolina,United States
71641,Lawrence,Kansas,United States
71767,Kingwood,TX,United States
71801,San Francisco,California,United States
72000,Regent West,VIC,Australia
71960,Lorton,Virginia,United States
72825,Tulsa,ok,United States
70145,Tempe,AZ,United States
70409,Delray Beach,FL,United States
71900,UEP Subang Jaya,Selangor,Malaysia
71989,Swannanoa,NC,United States
74269,Mission Viejo,CA,United States
74257,Narraweena,NSW,Australia
74640,Etadhamen,Ariana,Tunisia
74650,Wappingers Falls,NY,United States
75179,Kuanthan,pahang,Malaysia
75649,San Francisco,CA,United States
75995,Orlando,Florida,United States
74921,Plano,TX,United States
77789,Ilminster,Somerset,United Kingdom
78015,Apple Valley,Minnesota,United States
78419,SAN FRANCISCO,CA,United States
78507,Morganton,NC,New Zealand
78651,Central City,NE,United States
79161,Besiktas,istanbul,United States
79785,Columbus,Ohio,United States
79881,Box Hill,VIC,Australia
79981,EAST GRAND RAPIDS,MI,United States
80101,North Wales,PA,United States
80117,Willemstad,Jan Thiel,Netherlands Antilles
80040,New York,NY,United States
80421,Seattle,Washington,United States
80689,Honolulu,Hawaii,United States
81159,Portland,Oregon,United States
81201,Westerville,OH,United States
81029,Barrie,Ontario,Canada
81540,West Hollywood,CA,United States
81581,Dublin,CA,United States
79007,Hanford,CA,United States
79060,Calabasas,CA,United States
81965,Akarp,Skane,Sweden
80041,Morrow,Georgia,United States
80117,Franklin,Tennessee,United States
80141,Lothian,MD,United States
80100,Turku,Turku,Finland
80279,McDougall,ON,Canada
80621,Wolverhampton,West Midlands,United Kingdom
84267,Moorpark,Ca,United States
84000,New York,NY,United States
85189,Stamford,CT,United States
85011,Austin,TX,United States
85460,Yatala Vale,SA,Australia
85600,Brooklyn,NY,United States
87205,MILFORD,Ohio,United States
86871,Elbasan,Albania,United States
86870,Amersfoort,Utrecht,Netherlands
86679,Boynton Beach,FL,United States
87765,Drexel Hill,PA,United States
88079,Randwick,NSW,Australia
84727,San Diego,CA,United States
86491,Denver,Colorado,United States
86511,Knoxville,TN,United States
88815,Mississauga,Ontario,United States
89010,Port Harcourt,RS,Nigeria
89597,Renton,WA,United States
90005,Holladay,Utah,United States
90140,Buckingham,BUCKS,United Kingdom
90251,Newburgh,Ontario,Canada
90541,New Orleans,LA,United States
88507,Yass,nsw,Australia
91299,Los Angeles,California,United States
92009,Singapore,Singapore,Singapore
92155,Guelph,Ontario,United States
92501,Bradenton,FLORIDA (FL),United States
92527,Maple Ridge,British Columbia,Canada
92577,Jaffrey,NH,United States
92927,San Diego,ca,United States
