customer_id,city,state,country
607,Clarksburg,PA,United States
625,Kinkora,PE,Canada
725,San Marcos,CA,United States
827,London,Greater London,United Kingdom
1100,Pearland,TX,United States
1089,East Setauket,New York,United States
1419,Clarksville,MD,United States
1865,New York,NY,United States
2081,Chandler,AZ,United States
2077,Antioch,Tennessee,United States
2249,Broomfield,Colorado,United States
2229,Palm Harbor,Fl,United States
2291,Cedar Park,TX,United States
861,Orlando,FL,United States
2081,Breda,Noord Brabant,Netherlands
2789,Lindenberg,Bavaria,Germany
2841,Anaheim,California,United States
25,Kilmarnock,East Ayrshire,United Kingdom
150,Paradise Point,QLD,Australia
527,Washington,DC,United States
517,Mandurah,Western Australia,Australia
885,Brooklyn,NY,United States
951,Denver,Co,United States
941,New York,New York,United States
4079,Toronto,Ontario,Canada
4019,New York,NY,United States
4101,Mount Kisco,NY,United States
4460,Saint Simons Island,GA,United States
4970,Bloomsburg,Pa,United States
4980,DORAL,FL,United States
5099,Chicago,Illinois,United States
5079,Compton,CA,United States
5179,Bexleyheath,Kent,United Kingdom
5020,East Point,GA,United States
5505,St Joseph,St Joseph,Trinidad and Tobago
5560,Madison,Wisconsin,United States
5605,Auburn,WA,United States
5775,Canterbury,Kent,United Kingdom
5821,Stafford,QLD,Australia
5875,Bonn,North Rhine-Westphalia,Germany
6045,San juan,PR,United States
6161,Falls Church,Virginia,United States
6240,New York,NY,United States
6275,Cochabamba,Cercado,Bolivia
6447,Greenwood Village,CO,United States
6585,Littleton,CO,United States
6815,Port Macquarie,nsw,Australia
6829,San Salvador,n/a,El Salvador
7745,Somerset,NJ,United States
8000,San Diego,CA,United Kingdom
8669,Jacksonville,Fl,United States
9151,B42rooklyn,New York,United States
9095,Sunnyvale,California,United States
9591,Calgary,Ab,Canada
9880,Naples,FL,United States
9917,Memphis,Tennessee,United States
10011,Edmonton,Alberta,Canada
10001,London,London,United Kingdom
10297,Ajax,Ontario,Canada
10591,Southfield,MI,United States
10697,Wyckoff,New Jersey,United States
10840,Philomath,OR,United States
12640,Haywards Heath,West Sussex,United Kingdom
12679,Miramar,Florida,United States
12725,New Berlin,NY,United States
12807,Okemos,Mi,United States
10000,Clarkston,Michigan,United States
10209,Edmonton,Alberta,United States
10215,Singapore,Singapore,Singapore
10190,Cary,NC,United States
10600,ScottsdLe,Az,United States
10797,WESTBORO,MA,United States
10877,Holland,MI,United States
14101,Shelburne Falls,MASSACHUSETTS,United States
14017,Issaquah,WA,United States
14057,Farmington,Utah,United States
14521,Wiener Neustadt,N;,Austria
14675,Brandon,Manitoba,Canada
14699,Charleston,SC,United States
14821,Aylesbury,Buckinghamshire,United Kingdom
14899,Carpinteria,CA,United States
14970,Antioch,CA,United States
15505,Richmond Hill,ON,Canada
15577,East Brunswick,NJ - New Jersey,United States
15816,Purcellville,Virginia,United States
15810,Fort Collins,CO,United States
16297,New York,New York,United States
16055,Telok Panglima Garang,Selangor,Malaysia
16871,Chicago,IL,United States
16980,Burlingame,CA,United States
17247,Mashpee,MASSACHUSETTS,United States
17007,Miami,Florida,United States
17289,Fresno,CA,United States
17447,Brooklyn,New York,United States
17511,Idaho Falls,ID,United States
17580,Spring Hill,FL,United States
18071,Swanage,Dorset,United Kingdom
18255,Brooklyn,NY,United States
18050,Washington,DC,United States
18490,Colton,CA,United States
18665,Garland,Tx,United States
18659,Rochester,NY,United States
19020,Wilmington,DELAWARE,United States
19071,Grand prairie,Texas,United States
19147,San Diego,CA,United States
19075,Luxembourg,Luxembourg,United Kingdom
19617,Paradise,Newfoundland,Canada
20115,Magalang,Pampanga,Philippines
20007,Chicago,IL,United States
20659,Rockville,MD,United States
21199,Pearl River,New York,United States
21009,Glendale,Ca,United States
21059,Albuquerque,NM,United States
21477,Falls church,VA,United States
21840,Long Beach,CA,United States
22077,Fayetteville,Ga,United States
22060,T;szeg,J-N-Sz,Hungary
22421,West Malling,ME19,United Kingdom
22527,Lakewood,New jersey,United States
22615,Glasgow,United Kingdom,United Kingdom
22625,Elmhurst,NY,United States
22700,Fort Worth,TX,United States
22800,Miami,Florida,United States
22877,Vancouver,WA,United States
22871,Walsall,West Midlands,United Kingdom
20100,G?teborg,V?stra G?taland,Sweden
20141,NYC,NY,United States
20481,Sunnyvale,CA,United States
20519,St Louis,MO,United States
20757,Markham,ON,Canada
24000,Calgary,Alberta,Canada
25061,Mesa,AZ,United States
25447,Woodbine,NSW,Australia
25659,Los Angeles,CA,United States
25871,Mill valley,Ca,United States
26065,Tortola,VG,"Virgin Islands, British"
26005,Lancaster,Ca,United States
26100,Brooklyn,New York,United States
26291,Louisville,Ky,United States
26185,Anderson,SC,United States
26500,Campos do  Jord;o,SP,Brazil
26701,Fair Oaks,California,United States
26610,Joburg,Gauteng,South Africa
26900,Bend,OR,United States
27187,Hong Kong,HK,Hong Kong
27057,Vancouver,British Columbia,Canada
27260,Winter Springs,FL,United States
27029,Gilbert,AZ,United States
27019,Somerville,MA,United States
27570,Mountain View,CA,United States
27559,La Verne,Ca,United States
27520,Reservoir,VIC,Australia
27729,MENIFEE,California,United States
27725,Burlington,Nc,United States
27929,St. Louis,MO,United States
28147,Sacramento,CA,United States
28107,GLENDALE,Arizona,United States
28247,Edge Hill,QLD,Australia
28245,Vitoria-Gasteiz,Alava,Spain
28179,Toronto,ON,Canada
28960,Madrid,Madrid,Spain
29027,Houston,TX,United States
29077,Los Angeles,California,United States
29129,Greenfield,Ca,United States
29251,Washington,DC,United States
29250,Austin,TX,United States
29400,Lancaster,California,United States
29755,Calgary,Alberta,Canada
29697,Leeds,West Yorks,United Kingdom
29801,Ottawa,ON,United States
40,Saint Peters,Missouri,United States
409,Jacksonville,Florida,United States
675,Wesley Chapel,FL,United States
845,Canberra,ACT,Australia
881,POMPANO BEACH,FL,United States
875,Dallas,Texas,United States
955,Seattle,Washington,United States
1007,Taylorsville,UT,United States
1021,Stafford,VA,United States
1011,Fort Lauderdale,FL,United States
1007,Western Springs,IL,United States
1090,Bronx,NY,United States
1057,Los Alamitos,CA,United States
1149,Overland Park,KS,United States
1190,Houston,TX,United States
1165,Palatine,IL,United States
1229,Lakeland,FL,United States
1225,Houston,Texas,United States
1269,Richmond Hill,Ontario,Canada
1075,Smithfield,UT,United States
1091,Greeneville,TN,United States
2007,Galway,Galway,Ireland
2079,Medan,North Sumatra,Indonesia
2155,Frederikssund,Danmark,Denmark
2175,Toronto,ON,Canada
2005,New Delhi,Delhi,India
2459,Philadelphia,PA,United States
2610,Houston,TX,United States
2900,Huntington Beach,CA,United States
201,Vacaville,California,United States
2719,Pontarddulais,Swansea,United Kingdom
61,Phoenix,AZ,United States
489,Crozet,VA,United States
505,Christchurch,Canterbury,New Zealand
591,Brush Prairie,WA,United States
597,Niederkassel,NRW,Germany
855,Montgomery Village,MD,United States
869,Chicago,IL,United States
4191,Federal Way,WA,United States
4261,OLYMPIA,WA,United States
4279,TORONTO,ONTARIO,Canada
4020,DELAND,FL - Florida,United States
4001,Pittsburgh,PA,United States
4049,Elk Grove,CA,United States
4571,Kailua Kona,HI,United States
4829,Brampton,Ontario,United States
4881,Edmonton,AB,United States
4919,Kempton Park,Guateng,South Africa
5055,Carbondale,CO,United States
5100,Ottawa,ON,Canada
5529,London,London,United Kingdom
5870,Johor Bahru,Johor,Malaysia
5965,West jordan ,Ut,United States
6020,Pasadena,California,United States
6260,Westover,WV,United States
6009,Glastonbury,CT,United States
6477,Camarillo,CA,United States
6547,San Jose,CA,United States
6601,Stuart,VA,United States
6709,Bury,Lancashire,United Kingdom
6867,North Yarmouth,Maine,United States
6871,Perth,Western Australia,Australia
6971,Bend,OR,United States
7089,Barranquilla,Atlantico,Colombia
7091,Toronto,Ontario,Canada
7282,Sdyney,Nsw,Australia
7298,Sandy,UT,United States
7000,Houston,tx,United States
7002,Melbourne,Fl,United States
7056,Friendswood,TX,United States
8119,Carlow,n/a,Ireland
7897,Lincoln,Nebraska,United States
7849,Milton Keynes,Buckinghamshire,United Kingdom
8100,Cherry Hill,New Jersey,United States
8257,Maumelle,Arkansas,United States
8060,Southampton,Hampshire,United Kingdom
8461,Kuwait city,Ku,Kuwait
8471,Duluth,MN,United States
7649,Tempe,AZ,United States
8625,Mississauga,Ontario,United States
8617,Toronto,Ontario,Canada
8779,Lake Forest Park,WA,United States
8827,Brooklyn,NY,United States
8821,Olathe,KS,United States
8890,Walnut Creek,CA,United States
8951,Berlin,Berlin,Germany
8971,Eden Prairie,MN,United States
8969,Bristol,South Gloucestershire,United Kingdom
9060,Bridgend,Bridgend,United Kingdom
9007,Brooklyn,NY,United States
9100,Riverside,CA,United States
9180,Herning,DK,Denmark
9217,Santa barbara,CA,United States
9290,Edmonton,AB,Canada
9005,North Wales,PA,United States
9405,Craigieburn,VIC,Australia
9529,Neptune Beach,FL,United States
9605,Coral Springs,FL,United States
9647,Castlegar,BC,Canada
9655,Glenview,IL,United States
9719,Hanover,Maryland,United States
9775,Phoenix,AZ,United States
9800,New York,NY,United States
7647,Stockton,Ca,United States
9957,Edmonton,AB,United States
9995,Christchurch,Canterbury,New Zealand
40105,Pittsburgh,Pennsylvania,United States
40109,Den Haag,ZH,Netherlands
40269,Atlanta,Georgia,United States
40029,London,London,United Kingdom
40049,Birmingham,AL,United States
40097,Lourdes-de-blanc-sablon,Quebec,Canada
40449,Munchen,Bayern,Germany
40459,Schaumburg,Illinois,United States
40501,Padova,PD,Italy
40519,Temecula,CA,United States
40541,Windsor,ON,Canada
40619,Brooklyn,New York,United States
40611,Vancouver,British Columbia,Canada
40657,Oakton,VA,United States
40651,Little Rock,Arkansas,United States
40697,Great Falls,VA,United States
40717,-,-,Hong Kong
40711,NAMPA,ID,United States
40687,Biringham,West Midlands,United Kingdom
40749,Winchester,Hampshire,United Kingdom
40729,The Woodlands,TX,United States
40727,Palmyra,VA,United States
40947,ASHBURN,VA,United States
40989,Kamen,Nordrhein-Westfalen,Germany
40975,New York,New York,United States
41070,Napa,CA,United States
41071,Cincinnati,Oh,United States
41050,Bronx,NY,United States
41101,Dubai,Dubai,United Arab Emirates
41161,Sanford,NC,United States
41191,Walla Walla,Wa,United States
41197,Houston,TX,United States
41171,London,London,United Kingdom
41257,Newbury,Berkshire,United Kingdom
41205,London,London,United Kingdom
41067,Rutledge,GA,United States
41597,South Jordan,Utah,United States
41801,Poway,CA,United States
41797,Washington,DC,United States
41709,Carmel,CA,United States
41907,BELLEVUE,Washington,United States
41871,Brooklyn,NY,United States
41965,Clane,Kildare,Ireland
41961,London,London,United Kingdom
41959,Warkworth,Auckland,New Zealand
41905,NARRABUNDAH,ACT,Australia
41920,Beaver,PA,United States
42017,Jersey City,NJ,United States
42109,Fountain Valley,Ca,United States
42099,Darwin,NT,Australia
42050,Chicago,Illinois,United States
42010,Larbert,Falkirk,United Kingdom
42209,Montgomery,AL,United States
42459,Covington,LA,United States
42550,Pine Brook,NJ,United States
42661,Baton Rouge,Louisiana,United States
42699,Brighton,East Sussex,United Kingdom
42715,San Diego,California,United States
42691,Garland,Texas,United States
42775,Hollywood,FL,United States
42789,Gainesville,GA,United States
42785,Bloomington,MN,United States
42770,Littleton,CO,United States
42801,Eagle,Id,United States
42900,Charlotte,NC,United States
42891,Norwalk,CT,United States
42959,Irving,Texas,United States
42945,Centerport,ny,United States
40045,Mississauga,Ontario,Canada
40007,West Orange,NJ,United States
42979,Vernon Hills,IL,United States
40070,Albany,New York,United States
40059,Columbus,Oh,United States
40100,Los Angeles,CA,United States
40117,Nashville,Tennessee,United States
40109,Washington,DC,United States
40185,Seattle,Wa,United States
40155,Hoffman Estates,IL,United States
40225,San Francisco,CA,United States
40205,Burlington,Ontario,Canada
40220,Oak Park,CA,United States
40217,Portland,OR,United States
42700,Mukilteo,WA,United States
40245,Surrey,British Columbia,Canada
40260,Madison,WI,United States
40080,Washington,DC,United States
40070,SINGAPORE,SINGAPORE,Singapore
40065,San Diego,Ca,United States
40077,San Antonio,Texas,United States
40071,Golden,CO,United States
40419,The Ponds,NSW,Australia
40467,Brisbane,Queensland,Australia
40465,Jacksonville Beach,FL,United States
40501,Los Angeles,CA,United States
40789,New Milford,Ct,United States
40945,Lafia,nasarawa,Nigeria
44001,Bangalore,Karnataka,India
44791,Houston,Tx,United States
44857,Markt Schwaben,Bavaria,Germany
44900,Chula vista,Ca,United States
44957,Bell Canyon,CA,United States
44997,Santa monica,CA,United States
46001,Orlando,Florida,United States
45950,Greenville,Sc,United States
46011,Pleasant Gap,PA,United States
46120,Billings,Montana,United States
46117,Dover Foxcroft,ME,United States
46841,Blackburn,Lancs,United Kingdom
47045,Brooklyn,Gauteng,South Africa
47087,New York,NY,United States
47075,Sherwood park,alberta,Canada
47420,Izhevsk,Udmurtia,Russian Federation
47550,Hiram,GA,United States
47825,Olympia,WA,United States
48205,Honolulu,HI,United States
48001,Frisco,Texas,United States
48627,Atlanta,GA,United States
48769,Arlington,Virginia,United States
49145,Pincher Creek,Alberta,Canada
49959,Lawrence,ks,United States
50009,Midland,Michigan,United States
50481,Leeds,West Yorkshire,United Kingdom
50847,New York,NY,United States
51011,Mountain View,Ca,United States
51209,Santa Rosa,CA,United States
51081,Omaha,NE,United States
51065,S;o paulo,SP,Brazil
51447,LAVAL,Quebec,Canada
51409,New Port Richey,FL,United States
51465,Cherry Hill,NJ,United States
51505,San Diego,California,United States
51707,Hyde Park,NY,United States
51795,Queens,New York,United States
51970,Laie,Hawaii,United States
52010,San Francisco,Ca,United States
52015,Pensacola,FL,United States
52229,"Ottery St Mary, Devon",NA,United Kingdom
52049,Los Angeles,CALIFORNIA,United States
52515,Matthews,NC,United States
50997,Jessup,MD,United States
55250,Largo,MD,United States
55807,Glenview,Illinois,United States
56087,Baltimore,MD,United States
56120,Bakersfield,California,United States
56405,Tampa,FL,United States
56657,Parramatta,New South Wales,Australia
56799,Berwyn,IL,United States
56775,Marina Del Rey,CA,United States
57611,Hilton Head Island,SC,United States
58507,Santa Barbara,CA,United States
59061,Ikeja,LAGOS,Nigeria
59121,PARIS,facultatif,France
59759,Boca Raton,FL,United States
60007,Chatsworth,California,United States
60090,OTTAWA,Ontario,Canada
60480,Gilbert,Arizona,United States
60580,Matlock,Derbyshire,United Kingdom
60789,Long Island City,NY,United States
60745,Denver,CO,United States
61157,SOUTH PASADENA,CA,United States
61110,Atlanta,GA,United States
61210,Los Angeles,CA,United States
61247,San Andr;s cholula,Puebla,Mexico
62187,Buena Park,CA,United States
62411,Mandaluyong City,NCR,Philippines
62409,Abu Dhabi,Abu Dhabi,United Arab Emirates
62069,APO,AE,United States
62007,Orlando,FL,United States
62929,Singapore,Singapore,Singapore
60587,Lusaka,Lusaka,Zambia
60641,Dudley,Massachusetts,United States
64165,Toronto,Ontario,Canada
64779,Clayton,Missouri,United States
64849,Lehigh Acres,FL,United States
64869,Vienna,VA,United States
64997,Manhattan,KS,United States
65100,St. Paul,Minnesota,United States
65007,Bloomfield,CT,United States
65049,Vancouver,BC,Canada
65679,Matsumoto,nagano,Japan
65709,Mount Vernon,WA,United States
66709,Moon Twp.,PA,United States
66719,Maspeth,NY,United States
66897,Mill Valley,CA,United States
67175,MANSFIELD,MA,United States
67271,Blacksburg,VA,United States
67019,Bellingham,WA,United States
68095,Prescott,AZ,United States
68141,Whiitier,CA,United States
68495,Washington,District of Columbia,United States
